total_LHeighth_notes,average_RLH_note_35_range,average_RH_note_10_range,total_LHhalf_notes,large_10jumps_RH,total_RH_raw_notes,large_8jumps_LH,RLH_note_35_range,RH_note_10_range,average_LRH_5chord_hand_range,large_5jumps_LH,average_RLH_note_100_range,average_LH_2chord_hand_range,average_LRH_3chord_range,total_RH_notes,total_LRHwhole_notes,average_LH_2chord_range,total_LRHquarter_notes,average_RHhalf_ntoes,AverageTimeBetweenAttacksFeature,average_LH_5chord_range,average_LH_5chord_hand_range,average_LRH64th_notes,average_large_5jumps_LH,total_LHwhole_notes,average_LH_note_35_range,total_RHquarter_notes,average_RLH_note_10_range,average_RLH_note_20_range,average_LH_note_20_range,LH_note_35_range,total_LHquarter_notes,RLH_note_10_range,RLH_note_20_range,average_large_8jumps_LRH,average_RH_3chord_range,total_LH32nd_notes,average_RH_range,average_LHeighth_notes,average_large_8jumps_RH,RLH_note_100_range,average_LHhalf_ntoes,average_LRH16th_notes,LH_note_50_range,total_LRH_sharp_keys_pressed,average_RH_note_50_range,LH_note_100_range,total_RHwhole_notes,large_5jumps_LRH,total_LRH16th_notes,total_RH_flat_keys_pressed,total_LH_notes,average_LH_3chord_range,total_LH64th_notes,average_LRH_2chord_hand_range,total_RH_sharp_keys_pressed,UniqueSetClassSimultaneities,total_RH64th_notes,average_LRHeighth_notes,total_LRHeighth_notes,average_LH_note_10_range,total_LH16th_notes,average_LH_4chord_hand_range,average_large_10jumps_RH,large_9jumps_RH,average_large_9jumps_LH,RH_note_100_range,average_RLH_range,average_large_10jumps_LH,MostCommonNoteQuarterLengthPrevalence,average_RHquarter_notes,total_LRH_notes,average_RH64th_notes,average_RLH_note_50_range,RelativeStrengthOfTopPitchClassesFeature,AverageTimeBetweenAttacksForEachVoiceFeature,LH_note_20_range,average_LRHquarter_notes,total_RH16th_notes,PitchVarietyFeature,total_LRH32nd_notes,total_LH_sharp_keys_pressed,average_LH32nd_notes,RH_note_50_range,average_RH_note_20_range,average_LHquarter_notes,average_large_5jumps_LRH,average_LRH_4chord_hand_range,average_RH_5chord_range,RH_note_35_range,average_LH_4chord_range,UniquePitchClassSetSimultaneities,RelativeStrengthOfTopPitchesFeature,total_LRH_raw_notes,average_RH_3chord_hand_range,MostCommonNoteQuarterLength,average_RH_4chord_range,large_10jumps_LRH,MostCommonSetClassSimultaneityPrevalence,average_LH_3chord_hand_range,total_LRHhalf_notes,average_LH_note_50_range,average_RH_2chord_range,average_RH_5chord_hand_range,ImportanceOfHighRegisterFeature,TriadSimultaneityPrevalence,average_LRH_2chord_range,RH_note_20_range,average_LHwhole_notes,average_large_10jumps_LRH,total_RHhalf_notes,Grade,large_8jumps_RH,large_9jumps_LH,average_LRH32nd_notes,LH_note_10_range,average_RHeighth_notes,total_LRH64th_notes,AverageNoteDurationFeature,total_LH_raw_notes,average_LH_range,average_LRHwhole_notes,average_LH_note_100_range,total_LH_flat_keys_pressed,average_LRHhalf_ntoes,music_key,average_LRH_5chord_range,large_5jumps_RH,average_LH64th_notes,average_large_9jumps_RH,average_RH_4chord_hand_range,average_large_9jumps_LRH,average_RH16th_notes,large_8jumps_LRH,RLH_note_50_range,average_RH_2chord_hand_range,average_RH_note_35_range,large_10jumps_LH,average_RH_note_100_range,total_RHeighth_notes,average_LH16th_notes,DirectionOfMotionFeature,average_LRH_4chord_range,large_9jumps_LRH,average_large_8jumps_LH,NoteDensityFeature,total_LRH_flat_keys_pressed,total_RH32nd_notes,average_LRH_3chord_hand_range,average_RHwhole_notes,average_large_5jumps_RH,average_RH32nd_notes
14,2,0,7,4,202,13,5,0,0,35,8,5,3,208,0,5,0,0,0.41974248927,0,0,0,6,0,3,48,0,3,3,3,59,0,3,13,3,0,2,0,9,23,0,0,5,14,2,13,0,115,0,11,107,3,0,11,10,10,0,0,0,0,0,0,11,4,9,16,6,10,0.501587301587,0,315,0,5,0.970588235294,0.477556276502,3,0,0,35,0,4,0,5,3,0,11,10,0,4,0,47,0.75,282,6,0.5,0,71,0.482142857143,5,0,2,4,0,0.328042328042,0.133928571429,3,3,0,14,10,4,8,3,0,0,0,0,0.515183246073,80,3,0,4,4,0,1,0,19,0,11,0,13,0,86,16,4,2,2,5,144,0,0.371794871795,2,78,8,5.60606060606,15,0,6,0,7,0
132,5,0,0,5,396,9,12,0,0,51,10,3,3,396,0,3,0,0,0.182080924855,0,0,0,6,0,4,19,4,3,4,8,13,4,7,12,0,0,3,0,9,29,0,0,10,12,3,21,0,380,0,129,283,0,0,11,7,10,0,0,0,0,107,0,11,9,12,18,8,12,0.463017751479,0,679,0,5,0.872727272727,0.271078431373,4,0,179,46,0,5,0,7,4,0,11,0,0,5,0,59,0.976744186047,677,0,0.5,0,246,0.304431599229,0,0,4,0,0,0.206489675516,0.0019267822736,2,4,0,13,0,6,14,3,0,0,0,0,0.269284712482,281,2,0,7,86,0,21,0,85,0,10,0,13,0,298,13,0,2,3,6,182,0,0.440310077519,0,274,9,9.32989690722,215,0,8,0,6,0
0,2,0,0,0,85,0,2,0,0,0,3,0,0,126,0,0,0,0,0.310796074155,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0,0,0,38,1,0,0,4,0,0,0,0,0,3,38,4,0,0,0,0,0,0,0,0,0,7,2,0,0.428571428571,0,126,0,1,0.96875,0.310796074155,0,0,30,11,0,0,0,2,0,0,5,0,0,2,0,18,0.96875,85,0,1.0,0,0,0.674603174603,0,0,0,3,0,0.502994011976,0.0,3,0,0,0,0,3,0,0,0,0,0,0,0.311688311688,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,2,3,2,0,3,0,0,0.556603773585,0,0,0,3.95238095238,0,0,0,0,5,0
44,4,0,0,0,95,1,6,0,0,36,6,3,4,115,0,3,0,0,0.31726618705,0,0,0,5,0,3,3,0,3,0,3,0,0,3,8,3,0,3,0,0,18,0,0,3,10,4,9,0,104,0,0,90,3,0,9,10,6,0,0,0,0,0,0,0,0,0,9,6,0,0.741463414634,0,205,0,6,0.974358974359,0.394252873563,0,0,0,18,0,0,0,6,0,0,6,6,0,3,0,11,0.883720930233,140,5,0.5,0,4,0.782608695652,5,0,3,3,0,0.0384615384615,0.782608695652,4,0,0,10,0,5,0,0,0,0,0,0,0.432692307692,45,3,0,3,0,0,30,0,16,0,0,0,9,0,33,12,3,3,0,3,90,0,0.48087431694,2,13,8,6.28260869565,0,0,5,0,5,0
0,4,0,2,1,185,16,4,0,0,19,6,0,3,199,0,0,0,0,0.183504340963,0,0,0,7,0,0,3,0,0,0,0,0,0,0,11,3,0,2,0,9,21,0,0,0,1,3,12,0,224,0,0,220,4,0,4,0,10,0,0,0,0,95,0,10,1,10,10,4,10,0.380952380952,0,419,0,2,0.815217391304,0.349242794764,0,0,71,22,0,1,0,3,0,0,6,8,0,0,0,28,0.835443037975,386,6,0.75,3,37,0.774066797642,8,0,0,4,0,0.0138121546961,0.0117878192534,4,0,0,11,1,7,2,2,0,0,0,0,0.36866359447,201,2,0,4,2,0,1,0,16,0,10,8,11,0,44,4,4,0,2,4,3,0,0.482352941176,3,37,8,7.33333333333,2,0,6,0,6,0
68,3,0,3,0,235,9,8,0,10,24,8,8,1,237,0,8,0,0,0.188622754491,0,0,0,6,0,2,5,4,2,2,5,1,4,5,11,3,0,2,0,8,28,0,0,6,26,2,20,0,258,0,2,217,0,0,10,15,8,0,0,0,0,142,0,0,0,10,15,8,12,0.746696035242,0,454,0,4,0.985507246377,0.218511013216,4,0,196,36,0,11,0,5,2,0,10,0,0,3,0,44,0.967741935484,451,6,0.25,0,177,0.215568862275,0,0,3,2,0,0.255458515284,0.00299401197605,2,2,0,12,4,5,2,2,0,0,0,0,0.275574112735,216,2,0,6,6,0,1,4,17,0,0,0,11,0,209,10,2,2,1,5,29,0,0.497767857143,0,193,8,9.11940298507,8,0,15,0,6,0
106,6,0,1,0,66,5,10,0,3,38,7,3,2,69,0,3,0,0,0.33,0,0,0,5,0,0,36,0,0,0,0,3,0,0,10,0,0,2,0,0,22,0,0,3,0,3,12,0,105,0,10,113,3,0,8,0,9,0,0,0,0,0,0,0,0,0,11,8,0,0.714285714286,0,182,0,5,0.5,0.425098522167,0,0,0,18,0,0,0,3,0,0,8,5,0,3,0,25,0.475,176,0,0.5,0,42,0.226890756303,6,0,3,4,0,0.047619047619,0.0168067226891,4,0,0,11,0,4,0,0,0,0,0,0,0.434042553191,110,3,0,4,15,0,16,2,10,0,0,0,10,0,75,10,4,3,0,4,22,0,0.477528089888,2,56,8,6.43902439024,25,0,10,0,5,0
39,14,0,0,0,130,7,22,0,0,28,12,0,0,130,0,0,0,0,0.854166666667,0,0,0,5,0,4,53,0,0,0,7,31,0,0,18,0,0,2,0,0,29,0,0,11,0,4,13,0,128,0,21,105,0,0,18,0,6,0,0,0,0,0,0,0,0,0,10,15,0,0.373056994819,0,235,0,13,0.677419354839,0.834686147186,0,0,4,29,0,0,0,4,0,0,18,0,0,0,0,31,0.313725490196,235,0,1.0,0,126,0.321167883212,0,0,6,0,0,0.0518134715026,0.0,1,0,0,18,0,4,0,0,0,0,0,0,1.16666666667,105,2,0,4,23,0,21,0,9,0,0,0,18,0,126,25,0,0,0,4,65,0,0.470198675497,0,126,8,3.68503937008,44,0,0,0,5,0
146,5,0,1,7,441,17,11,0,0,56,9,0,2,570,0,0,0,0,0.229976615025,0,0,0,6,0,3,1,8,6,4,7,5,8,11,12,0,0,3,0,9,31,0,0,8,0,3,19,0,530,0,213,561,0,0,10,0,16,0,0,0,0,333,0,10,10,10,21,8,11,0.660847880299,0,1131,0,4,0.87417218543,0.282921209191,4,0,274,42,0,0,0,8,5,0,11,0,0,8,0,73,0.738461538462,1002,0,0.5,0,324,0.320137693632,0,0,3,4,0,0.140765765766,0.0705679862306,2,8,0,13,0,7,17,9,0,0,0,0,0.297828335057,561,2,0,6,277,0,20,0,118,0,9,0,12,0,412,12,4,4,7,6,136,0,0.431906614786,0,383,9,8.6275862069,490,0,8,0,6,0
0,9,0,2,0,46,0,14,0,0,24,8,3,2,65,0,3,0,0,0.6125,0,0,0,5,0,4,35,0,4,0,4,83,0,4,12,3,0,2,0,8,22,0,0,4,11,2,10,0,85,0,1,88,0,0,11,3,13,0,0,0,0,0,0,0,0,0,11,10,0,0.875816993464,0,153,0,7,0.882352941176,0.66951951952,0,0,0,23,0,8,0,4,0,0,11,10,0,3,0,38,0.818181818182,131,6,1.0,0,64,0.215053763441,0,0,2,3,0,0.3125,0.0860215053763,2,0,0,13,3,3,1,0,0,0,0,0,0.715662650602,85,3,0,4,0,0,30,0,3,0,0,0,12,0,75,14,3,3,0,4,0,0,0.546875,2,67,0,4.66666666667,1,0,13,0,6,0
88,6,0,2,1,407,6,15,0,0,21,9,0,3,435,0,0,0,0,0.25,0,0,0,6,2,2,2,2,6,3,4,8,2,11,12,0,0,3,0,8,29,0,0,5,41,3,18,0,422,0,13,289,0,0,10,24,15,0,0,0,0,186,0,10,7,9,18,8,10,0.766251728907,0,724,0,6,0.967741935484,0.260027756922,3,0,362,43,0,17,0,8,2,0,10,0,0,6,0,80,0.923076923077,696,0,0.25,0,230,0.246212121212,0,0,2,4,0,0.165113182423,0.0284090909091,3,2,0,13,0,6,18,2,0,0,0,0,0.366576819407,289,2,0,6,4,0,1,0,78,0,9,0,12,0,307,16,4,3,1,6,43,0,0.501404494382,0,263,8,7.40145985401,17,0,8,0,6,0
0,3,0,14,0,112,0,5,0,0,13,6,5,0,114,0,5,0,0,0.418518518519,0,0,0,5,0,2,30,0,4,0,2,40,0,4,10,0,0,2,0,0,18,0,0,6,27,3,9,0,62,0,0,60,0,0,10,23,6,0,0,0,0,0,0,0,0,0,11,5,0,0.425287356322,0,174,0,5,0.837837837838,0.558183718058,0,0,8,22,0,4,0,5,0,0,10,2,0,4,0,23,0.863636363636,170,0,1.0,0,43,0.615384615385,0,0,4,3,0,0.0,0.00769230769231,3,0,0,11,8,4,0,0,0,0,0,0,0.542857142857,58,2,0,3,0,0,3,0,7,0,0,0,11,0,56,12,3,4,0,3,42,0,0.609271523179,4,47,0,5.58620689655,0,0,0,0,5,0
0,4,0,0,0,55,6,4,0,0,43,4,4,3,55,0,4,0,0,0.640449438202,0,0,0,6,0,0,10,0,4,0,0,0,0,4,9,0,0,2,0,0,10,0,0,0,0,3,0,5,59,0,7,74,0,0,0,0,11,0,0,0,0,0,0,0,0,9,10,5,10,0.62015503876,0,129,0,3,0.686274509804,0.788051750381,0,0,0,21,0,0,0,5,4,0,7,0,0,4,0,24,0.69696969697,55,0,1.0,0,10,0.488888888889,0,0,0,0,0,0.0,0.544444444444,0,4,0,11,20,2,0,4,0,0,0,0,0.93023255814,0,4,0,0,0,0,16,0,5,0,0,0,10,0,21,5,0,4,2,4,20,0,0.493670886076,0,11,9,4.08196721311,7,0,5,0,5,0
0,3,0,0,0,57,12,5,0,0,27,8,5,3,59,0,5,0,0,0.36231884058,0,0,0,7,0,0,18,0,2,0,0,7,0,2,10,0,0,2,0,8,28,0,0,8,16,3,19,0,26,0,0,32,3,0,13,15,11,0,0,0,0,0,0,0,0,11,11,4,11,0.571428571429,0,91,0,3,0.851851851852,0.462029569892,0,0,3,28,0,1,0,5,0,1,8,6,0,2,0,29,0.916666666667,64,0,1.0,0,4,0.492537313433,6,0,8,3,0,0.231884057971,0.149253731343,2,0,0,16,7,4,1,7,0,0,0,0,0.455357142857,7,6,0,9,0,0,30,0,4,0,0,0,13,0,15,5,3,2,6,3,14,0,0.44,2,6,9,6.23076923077,0,0,8,0,6,0
0,6,0,16,0,38,0,10,0,0,5,5,0,4,42,0,0,0,0,0.673170731707,0,0,0,5,0,3,34,0,10,0,3,16,0,10,9,0,0,1,0,0,13,0,0,3,0,2,5,0,38,0,0,32,0,0,8,0,6,0,0,0,0,0,0,0,0,0,6,8,0,0.702702702703,0,74,0,6,0.947368421053,0.707553107789,0,0,0,12,0,0,0,3,0,0,8,0,0,2,0,10,1.0,70,0,1.0,0,17,0.357142857143,0,0,3,3,0,0.461538461538,0.047619047619,3,0,0,10,4,4,0,0,0,0,0,0,0.778378378378,32,3,0,2,0,0,1,0,4,0,0,0,10,0,29,10,3,2,0,3,0,0,0.425925925926,0,23,0,4.37931034483,0,0,4,0,5,0
0,4,0,0,2,542,0,8,0,0,0,6,0,3,603,0,0,0,0,0.24613003096,0,0,0,0,0,0,38,0,5,0,0,0,0,5,10,3,0,2,0,10,19,0,0,0,34,4,0,0,87,0,17,0,0,0,3,34,4,0,0,0,0,0,0,16,2,0,19,2,0,0.417910447761,0,603,0,4,0.959677419355,0.24613003096,0,0,196,30,0,0,0,9,5,0,6,0,0,8,0,17,0.869565217391,542,6,0.5,0,2,0.898839137645,0,0,0,3,0,0.65015015015,0.00331674958541,3,5,0,16,16,4,6,0,0,0,0,0,0.247295208655,0,0,0,0,0,0,1,0,87,0,16,0,16,0,6,9,3,4,0,6,201,0,0.480694980695,0,2,0,5.01242236025,17,0,6,0,6,0
18,3,0,39,2,496,3,5,0,0,51,6,3,3,497,0,3,0,0,0.286389413989,0,0,0,5,0,0,33,0,4,0,0,43,0,4,9,0,0,2,0,9,19,0,0,3,41,3,9,0,351,0,22,159,2,0,8,39,15,0,0,0,0,0,0,10,2,0,12,6,0,0.660317460317,0,656,0,2,0.872,0.535297531769,0,0,0,26,0,2,0,5,4,0,8,8,0,5,0,66,0.958333333333,596,0,0.5,0,141,0.294676806084,4,0,3,6,0,0.0462427745665,0.165399239544,4,4,0,10,13,4,4,0,0,0,0,0,0.436781609195,100,3,0,3,0,0,30,0,43,0,10,0,10,0,247,5,6,3,0,4,448,0,0.4688057041,2,182,8,6.53594771242,22,0,7,0,5,0
36,3,0,13,2,53,22,3,0,3,42,5,5,4,110,0,5,0,0,0.424561403509,0,0,0,8,0,3,9,0,0,0,3,12,0,0,10,3,4,3,0,9,19,0,0,3,45,2,17,0,56,0,0,109,4,0,6,19,18,0,0,0,0,0,0,10,2,10,9,4,10,0.421296296296,0,219,0,2,0.577777777778,0.53523377392,0,0,0,24,0,26,0,4,0,0,8,3,0,4,0,46,0.833333333333,122,5,1.0,0,21,0.221556886228,8,0,2,3,0,0.227414330218,0.263473053892,3,0,0,11,4,6,4,21,0,0,0,0,0.595275590551,69,4,0,5,0,0,30,3,23,0,10,0,11,0,25,3,3,4,21,3,18,0,0.523076923077,3,22,10,5.33783783784,0,6,5,0,6,0
42,5,0,0,3,58,31,8,0,0,82,7,3,3,60,0,3,0,0,0.324590163934,0,0,0,6,0,0,17,0,8,0,0,0,0,8,10,0,0,2,1,9,20,0,0,4,3,4,8,0,91,0,1,95,4,0,9,3,13,0,0,0,0,0,0,10,3,12,13,7,12,0.632258064516,0,155,0,6,0.709090909091,0.438366336634,0,0,14,26,0,0,0,9,0,0,9,8,0,7,0,37,0.896551724138,100,0,0.5,0,37,0.188034188034,7,0,4,4,0,0.103773584906,0.222222222222,2,0,0,12,5,6,4,2,0,0,0,0,0.466285714286,42,6,0,3,0,0,1,0,13,0,10,0,11,0,66,13,4,4,2,4,10,0,0.474452554745,3,46,8,6.12195121951,1,0,6,0,6,0
20,15,0,0,3,156,1,15,0,0,16,8,4,3,206,0,4,0,0,0.365656565657,0,0,0,5,0,0,15,0,0,0,0,148,0,0,14,3,0,3,0,9,23,0,0,0,1,2,10,0,252,0,0,191,3,0,13,1,12,0,0,0,0,0,0,11,4,0,15,11,0,0.556756756757,0,397,0,10,0.450331125828,0.504334365325,0,0,30,29,0,0,0,4,0,0,13,9,0,2,0,41,0.368932038835,325,5,1.0,0,201,0.29375,5,0,0,4,0,0.18119266055,0.1,2,0,0,14,9,6,7,0,0,0,0,0,0.557575757576,169,1,0,4,0,0,16,0,52,0,10,0,14,0,223,17,4,2,0,6,86,0,0.412060301508,2,211,8,5.32432432432,0,0,12,0,6,0
131,4,0,0,12,318,23,12,0,0,36,9,2,1,318,0,2,0,0,0.33023067584,0,0,0,7,1,3,2,2,2,3,6,30,2,4,12,0,0,3,0,9,29,0,0,8,0,3,19,1,249,0,145,224,0,0,10,0,11,0,0,0,4,52,0,10,15,9,16,8,0,0.623376623377,0,542,0,5,0.959459459459,0.312344664681,5,0,104,46,0,0,0,8,2,0,10,0,0,4,0,68,0.882352941176,532,0,0.5,0,157,0.271186440678,0,0,3,0,0,0.1985428051,0.0,2,2,0,12,0,5,22,3,0,4,0,0,0.41166380789,214,2,0,6,105,0,23,0,90,0,10,0,12,0,190,15,0,2,0,5,211,0,0.46771037182,0,179,8,6.67768595041,250,0,10,0,6,0
0,13,0,0,0,71,48,20,0,0,69,7,3,3,71,0,3,0,0,0.318897637795,0,0,0,8,0,0,20,0,13,0,0,38,0,13,11,0,0,2,0,8,22,0,0,4,4,5,8,0,95,0,1,107,3,0,11,4,11,0,0,0,0,0,0,0,0,10,15,8,11,0.707865168539,0,178,0,10,0.545454545455,0.477528089888,0,0,0,26,0,0,0,9,8,1,10,11,0,9,0,24,0.507462686567,109,0,1.0,0,43,0.234375,5,0,4,0,0,0.108870967742,0.234375,2,8,0,13,10,2,1,20,0,0,0,0,0.418341708543,38,6,0,3,0,0,1,0,1,0,0,0,12,0,71,20,0,6,16,5,22,0,0.455882352941,2,52,9,6.69047619048,1,0,7,0,8,0
0,8,0,22,14,446,22,17,0,0,237,9,3,3,450,0,3,0,0,0.364691255698,0,0,0,5,0,3,63,0,2,2,5,6,0,3,13,0,0,2,0,14,29,0,0,8,33,3,17,0,607,0,76,508,2,0,11,25,22,0,0,0,0,1,0,18,15,9,27,8,12,0.494703389831,0,958,0,7,0.95154185022,0.43259636079,2,0,82,48,0,8,0,6,2,0,11,11,0,3,0,104,0.696296296296,683,0,.33,0,388,0.283863368669,4,0,4,2,0,0.259925093633,0.116607773852,2,2,0,13,29,8,21,6,0,0,0,0,0.601638263817,237,4,0,5,35,0,16,0,55,0,17,0,13,0,456,19,2,2,1,8,77,0,0.522762951334,2,421,8,5.44648318043,111,114,8,0,8,0
81,5,0,1,2,290,14,11,0,0,48,9,5,2,331,0,5,0,0,0.217971014493,0,0,0,6,0,3,0,3,2,2,5,12,3,4,11,3,0,3,0,11,26,0,0,5,12,3,17,0,334,0,29,226,3,0,10,4,15,0,0,0,0,120,0,11,2,10,17,9,10,0.730215827338,0,557,0,6,0.907407407407,0.224766110147,2,0,279,43,0,8,0,6,3,0,10,8,0,5,0,78,0.859649122807,504,6,0.25,0,196,0.218666666667,5,0,2,3,0,0.154320987654,0.141333333333,2,3,0,12,0,7,2,1,0,0,0,0,0.295498268565,214,3,0,6,20,0,17,0,87,0,11,0,12,0,256,14,3,3,1,6,10,0,0.481203007519,2,210,8,8.64285714286,49,0,10,0,6,0
2,2,0,0,1,58,2,2,0,6,16,7,3,3,64,0,3,0,0,0.383720930233,0,0,0,5,0,3,11,0,0,0,3,8,0,0,9,3,0,3,0,13,21,0,0,6,2,2,13,0,62,0,9,51,3,0,7,1,14,0,0,0,0,0,0,13,1,0,10,6,0,0.504347826087,0,115,0,2,0.688888888889,0.480358504958,0,0,5,27,0,1,0,3,0,0,8,8,0,2,0,35,0.730769230769,71,5,1.0,0,18,0.290697674419,5,0,4,6,0,0.0670731707317,0.290697674419,3,0,0,11,6,4,1,0,0,0,0,0,0.525,13,3,0,5,1,0,16,2,14,0,13,0,11,0,37,4,6,2,0,3,19,0,0.431818181818,2,23,8,5.58823529412,10,0,7,0,6,0
60,9,0,6,1,56,11,15,0,0,23,8,0,2,123,0,0,0,0,0.586666666667,0,0,0,6,5,4,2,0,4,0,4,27,0,4,11,2,0,3,0,8,24,0,0,8,0,3,17,0,125,0,0,99,0,0,8,0,17,0,0,0,0,0,0,10,1,9,14,8,10,0.574074074074,0,222,0,6,0.985294117647,0.599786172488,0,0,0,25,0,0,0,5,0,0,9,7,0,3,0,45,0.974358974359,155,5,0.5,0,64,0.192052980132,0,0,4,3,0,0.0196078431373,0.152317880795,3,0,0,12,0,4,9,4,0,0,0,0,0.851851851852,99,3,0,6,0,0,1,0,39,0,10,0,12,0,97,15,3,3,2,5,54,0,0.481481481481,2,69,8,4.30107526882,0,0,9,0,6,0
2,2,0,0,0,358,6,5,0,0,57,9,3,2,420,0,3,0,0,0.227272727273,0,0,0,5,0,2,0,0,2,2,3,3,0,2,11,3,0,2,0,8,29,0,0,4,170,4,18,0,574,0,1,623,0,0,10,78,21,0,0,0,0,616,0,0,2,11,16,9,13,0.933653846154,0,1043,0,4,0.903225806452,0.236744064213,2,0,336,43,0,92,0,9,2,0,10,6,0,4,0,98,0.85046728972,980,5,0.25,0,345,0.320493066256,0,0,2,2,0,0.181244364292,0.0770416024653,2,2,0,12,5,8,9,2,0,0,0,0,0.282369146006,622,2,0,6,1,0,3,0,49,0,9,0,11,0,477,11,2,2,1,5,14,0,0.492625368732,2,438,9,9.0,2,0,9,0,6,0
237,5,0,0,2,196,38,8,0,0,120,9,4,4,198,0,4,0,0,0.307317073171,0,0,0,6,0,3,2,0,6,0,3,0,0,6,11,0,0,2,0,10,28,0,0,8,163,2,17,0,258,0,0,257,4,0,8,87,16,0,0,0,0,0,0,12,2,10,18,8,10,0.850117096019,0,455,0,6,0.709401709402,0.399786628734,0,0,0,34,0,76,0,3,0,0,9,7,0,2,0,50,0.770491803279,439,0,0.5,0,110,0.210344827586,7,0,5,6,0,0.188470066519,0.0137931034483,3,0,0,12,0,6,4,5,0,0,0,0,0.416666666667,243,4,0,5,0,0,6,0,15,0,12,0,12,0,152,13,6,2,5,6,150,0,0.520581113801,3,121,8,6.54945054945,0,0,6,0,6,0
987,11,0,0,8,503,67,23,0,0,571,12,0,2,511,0,0,0,0,0.236040845464,0,0,0,5,0,5,85,4,5,4,8,0,4,8,16,0,0,2,0,11,38,0,0,15,0,3,21,0,996,0,327,994,3,0,15,0,18,0,0,0,0,2,8,13,8,11,23,13,12,0.784741144414,0,1505,0,10,0.8,0.372396009084,4,0,118,56,0,0,0,8,4,0,15,8,0,5,3,89,0.818181818182,1493,0,0.5,0,830,0.28802880288,6,0,6,2,0,0.26269465132,0.012601260126,1,4,0,16,30,8,15,19,0,0,0,0,0.356357200286,990,4,0,7,693,0,14,0,33,0,13,0,16,0,903,27,3,2,17,7,160,0,0.491304347826,3,856,9,7.92424242424,1020,2,16,0,8,0
24,4,0,7,0,74,5,8,0,0,20,7,3,3,78,0,3,0,0,0.404347826087,0,0,0,6,0,5,28,0,8,0,5,22,0,8,11,0,0,2,0,0,23,0,0,9,43,2,13,0,84,0,0,65,4,0,10,30,12,0,0,0,0,2,0,0,0,9,11,9,0,0.391608391608,0,143,0,5,0.818181818182,0.483745941558,0,0,12,22,0,13,0,4,3,0,10,3,0,3,0,27,0.866666666667,131,0,1.0,0,56,0.301075268817,7,0,6,6,0,0.326923076923,0.0430107526882,2,3,0,12,5,3,0,1,0,0,0,0,0.537062937063,57,3,0,4,0,0,6,0,5,0,0,0,11,0,70,12,6,3,0,4,20,0,0.508333333333,3,60,8,5.48717948718,0,0,8,0,5,0
119,4,0,1,2,349,18,8,0,6,58,9,4,3,386,0,4,0,0,0.238611713666,0,0,0,6,0,2,2,2,2,2,3,6,2,3,11,3,0,3,0,8,27,0,0,6,77,4,16,0,346,0,10,274,0,0,8,56,17,0,0,0,0,108,0,11,4,9,19,7,10,0.576631259484,0,660,0,6,0.85,0.254931687812,2,0,273,42,0,21,0,11,4,0,9,6,0,8,0,91,0.983050847458,584,7,0.25,0,150,0.216919739696,0,0,3,4,0,0.161465400271,0.0954446854664,3,6,0,12,0,7,9,4,0,0,0,0,0.332355816227,235,3,0,5,6,0,30,3,94,0,10,0,11,0,207,15,4,3,1,6,70,0,0.505016722408,3,184,8,7.9649122807,16,0,8,0,6,0
80,10,0,0,316,659,2,16,0,15,60,8,3,2,660,0,3,0,0,0.247005988024,0,0,0,6,0,0,17,0,2,0,0,17,0,2,16,0,0,8,0,15,22,0,0,3,26,9,8,0,422,0,37,169,2,0,15,20,13,0,0,0,0,12,8,15,318,0,22,10,0,0.580217129071,0,829,0,12,0.746031746032,0.32811608925,0,0,286,25,0,6,0,18,0,0,15,13,0,2,3,52,0.787234042553,768,0,0.5,0,405,0.719696969697,5,0,3,3,0,0.452871072589,0.0454545454545,1,0,0,16,0,6,322,0,0,0,0,0,0.329224652087,109,3,0,3,8,0,1,3,339,0,15,0,16,0,411,20,3,2,0,8,355,0,0.512786002692,2,407,8,7.8734939759,45,0,9,0,15,0
30,6,0,0,0,157,14,15,0,0,57,9,2,2,227,0,2,0,0,0.230769230769,0,0,0,6,1,3,9,4,3,2,6,5,4,5,12,0,0,3,0,8,28,0,0,8,3,3,21,1,251,0,56,232,0,0,11,1,18,0,0,0,0,126,0,0,0,10,16,9,12,0.835526315789,0,459,0,8,0.978260869565,0.228128937937,4,0,122,38,0,2,0,7,2,0,11,9,0,4,0,80,0.971428571429,323,0,0.25,0,159,0.203278688525,0,0,3,2,0,0.16722972973,0.0,2,2,0,13,0,6,7,2,0,0,0,0,0.309627479439,166,3,0,6,50,0,18,0,62,0,0,0,13,0,219,19,2,2,1,6,22,0,0.490066225166,1,177,8,8.41891891892,106,0,11,0,5,0
