total_LRH_notes,total_LH_notes,total_RH_notes,total_LRH_raw_notes,total_LH_raw_notes,total_RH_raw_notes,music_key,total_LRH_sharp_keys_pressed,total_LH_sharp_keys_pressed,total_RH_sharp_keys_pressed,total_LRH_flat_keys_pressed,total_LH_flat_keys_pressed,total_RH_flat_keys_pressed,average_RLH_range,average_LH_range,average_RH_range,average_RLH_note_10_range,average_LH_note_10_range,average_RH_note_10_range,average_RLH_note_20_range,average_LH_note_20_range,average_RH_note_20_range,average_RLH_note_35_range,average_LH_note_35_range,average_RH_note_35_range,average_RLH_note_50_range,average_LH_note_50_range,average_RH_note_50_range,average_RLH_note_100_range,average_LH_note_100_range,average_RH_note_100_range,RLH_note_10_range,LH_note_10_range,RH_note_10_range,RLH_note_20_range,LH_note_20_range,RH_note_20_range,RLH_note_35_range,LH_note_35_range,RH_note_35_range,RLH_note_50_range,LH_note_50_range,RH_note_50_range,RLH_note_100_range,LH_note_100_range,RH_note_100_range,average_LRH_2chord_range,average_LH_2chord_range,average_RH_2chord_range,average_LRH_3chord_range,average_LH_3chord_range,average_RH_3chord_range,average_LRH_4chord_range,average_LH_4chord_range,average_RH_4chord_range,average_LRH_5chord_range,average_LH_5chord_range,average_RH_5chord_range,average_LRH_2chord_hand_range,average_LH_2chord_hand_range,average_RH_2chord_hand_range,average_LRH_3chord_hand_range,average_LH_3chord_hand_range,average_RH_3chord_hand_range,average_LRH_4chord_hand_range,average_LH_4chord_hand_range,average_RH_4chord_hand_range,average_LRH_5chord_hand_range,average_LH_5chord_hand_range,average_RH_5chord_hand_range,large_5jumps_LRH,large_5jumps_LH,large_5jumps_RH,large_8jumps_LRH,large_8jumps_LH,large_8jumps_RH,large_9jumps_LRH,large_9jumps_LH,large_9jumps_RH,large_10jumps_LRH,large_10jumps_LH,large_10jumps_RH,average_large_5jumps_LRH,average_large_5jumps_LH,average_large_5jumps_RH,average_large_8jumps_LRH,average_large_8jumps_LH,average_large_8jumps_RH,average_large_9jumps_LRH,average_large_9jumps_LH,average_large_9jumps_RH,average_large_10jumps_LRH,average_large_10jumps_LH,average_large_10jumps_RH,total_LRHwhole_notes,total_LRHhalf_notes,total_LRHquarter_notes,total_LRHeighth_notes,total_LRH16th_notes,total_LRH32nd_notes,total_LRH64th_notes,total_LHwhole_notes,total_LHhalf_notes,total_LHquarter_notes,total_LHeighth_notes,total_LH16th_notes,total_LH32nd_notes,total_LH64th_notes,total_RHwhole_notes,total_RHhalf_notes,total_RHquarter_notes,total_RHeighth_notes,total_RH16th_notes,total_RH32nd_notes,total_RH64th_notes,average_LRHwhole_notes,average_LRHhalf_ntoes,average_LRHquarter_notes,average_LRHeighth_notes,average_LRH16th_notes,average_LRH32nd_notes,average_LRH64th_notes,average_LHwhole_notes,average_LHhalf_ntoes,average_LHquarter_notes,average_LHeighth_notes,average_LH16th_notes,average_LH32nd_notes,average_LH64th_notes,average_RHwhole_notes,average_RHhalf_ntoes,average_RHquarter_notes,average_RHeighth_notes,average_RH16th_notes,average_RH32nd_notes,average_RH64th_notes,time_signature_num,time_signature_den,Grade
89,44,45,84,44,40,16,0,0,0,4,0,4,2.4375,2.6363636363636362,4.022222222222222,0,0,0,0,0,0,4.0,4.0,4.0,5.0,3.0,5.0,4.6923076923076925,4.777777777777778,4.0,0,0,0,0,0,0,4,4,4,7,4,7,11,11,9,3.96875,0,2.2,2.0,0,0,0,0,0,0,0,0,3.96875,0,2.2,18.0,0,0,0,0,0,0,0,0,11,5,16,1,1,1,1,0,1,1,0,1,6.363636363636363,6.4,5.875,18.0,8.0,11.0,18.0,0,11.0,18.0,0,11.0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,1,0,39,0,0,0,0,0.09523809523809523,0.07142857142857142,0.4642857142857143,0.0,0.0,0.0,0.0,0.1590909090909091,0.13636363636363635,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.975,0.0,0.0,0.0,0.0,4,4,1
158,84,74,77,63,14,3,16,8,8,1,0,1,11.53763440860215,4.428571428571429,4.364864864864865,0,0,0,5.0,5.0,0,3.6666666666666665,3.6666666666666665,0,4.2,3.1666666666666665,5.0,7.17543859649123,6.000000000000001,3.6666666666666665,0,0,0,5,5,0,5,5,0,8,5,5,18,14,7,1.0,4.666666666666667,4.82051282051282,4.894736842105263,4.285714285714286,3.1666666666666665,4.228571428571429,0,0,4.0,0,0,12.333333333333334,4.666666666666667,4.82051282051282,10.263157894736842,7.571428571428571,5.333333333333333,12.0,0,0,13.0,0,0,92,37,40,92,16,5,92,9,2,86,2,0,11.66304347826087,7.1891891891891895,6.175,11.66304347826087,8.9375,8.4,11.66304347826087,9.666666666666666,9.0,11.848837209302326,12.0,0,0,0,0,0,0,0,0,0,5,26,32,0,0,0,0,0,4,10,0,0,0,0.0,0.06493506493506493,0.38961038961038963,0.5454545454545454,0.0,0.0,0.0,0.0,0.07936507936507936,0.4126984126984127,0.5079365079365079,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.7142857142857143,0.0,0.0,0.0,4,4,4
36,10,26,26,0,26,1,0,0,0,0,0,0,12.0,4.6,2.5384615384615383,0,0,0,0,0,0,4.0,0,4.0,4.0,0,4.0,4.0,0,4.0,0,0,0,0,0,0,4,0,4,4,0,4,8,0,8,0,0,0,0,3.05,0,3.6111111111111107,0,0,0,0,0,0,0,0,0,5.1,0,13.416666666666666,0,0,0,0,0,23,6,3,23,1,1,23,0,0,23,0,0,13.434782608695652,5.833333333333333,6.333333333333333,13.434782608695652,8.0,8.0,13.434782608695652,0,0,13.434782608695652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0,4,0,0,0.0,0.15384615384615385,0.5,0.0,0.15384615384615385,0.0,0.0,0,0,0,0,0,0,0,0.0,0.15384615384615385,0.5,0.0,0.15384615384615385,0.0,0.0,3,4,3
1389,625,764,894,130,764,2,130,23,107,55,5,50,17.08817427385892,9.1248,2.904450261780105,4.0,0,0,3.0,8.0,4.0,4.333333333333333,5.666666666666667,4.333333333333333,4.142857142857142,5.733333333333333,4.466666666666667,11.85369532428356,7.066666666666667,7.931818181818182,4,0,0,4,8,4,7,8,7,8,11,8,36,20,22,2.763888888888889,7.279411764705882,0,4.638383838383838,3.2388059701492535,0,3.5400593471810096,2.354166666666667,0,2.8981481481481484,0,0,12.541666666666666,7.385294117647059,0,20.292929292929294,6.208955223880597,0,14.252225519287833,15.5625,0,22.22222222222222,0,0,936,487,128,925,361,22,905,307,7,889,262,5,17.54059829059829,10.969199178644764,6.2890625,17.66918918918919,12.637119113573407,8.636363636363637,17.882872928176795,13.452768729641694,10.0,18.042744656917886,14.217557251908397,10.4,0,0,0,0,0,0,0,0,10,71,32,4,0,0,0,17,305,393,0,0,0,0.0,0.030201342281879196,0.42058165548098436,0.4753914988814318,0.0044742729306487695,0.0,0.0,0.0,0.07692307692307693,0.5461538461538461,0.24615384615384617,0.03076923076923077,0.0,0.0,0.0,0.02225130890052356,0.3992146596858639,0.5143979057591623,0.0,0.0,0.0,3,4,7
203,84,119,181,62,119,18,0,0,0,50,17,33,9.08125,3.3214285714285716,2.3529411764705883,0,0,0,8.0,0,0,8.333333333333334,3.0,5.0,6.2,2.3333333333333335,3.6666666666666665,6.705882352941177,4.777777777777778,4.672727272727273,0,0,0,8,0,0,12,3,5,12,3,5,18,11,10,4.380952380952381,5.125,0,5.191489361702128,3.3333333333333335,0,4.374999999999999,0,0,0,0,0,8.535714285714286,5.125,0,10.191489361702128,5.666666666666667,0,11.125,0,0,0,0,0,144,21,17,114,1,1,97,0,1,79,0,0,9.756944444444445,5.857142857142857,5.588235294117647,10.649122807017545,8.0,9.0,11.11340206185567,0,9.0,11.594936708860759,0,0,0,0,0,0,0,0,0,0,13,40,6,0,0,0,7,6,21,57,10,0,0,0.03867403314917127,0.10497237569060773,0.3370165745856354,0.34806629834254144,0.055248618784530384,0.0,0.0,0.0,0.20967741935483872,0.6451612903225806,0.0967741935483871,0.0,0.0,0.0,0.058823529411764705,0.05042016806722689,0.17647058823529413,0.4789915966386555,0.08403361344537816,0.0,0.0,4,4,6
96,24,72,76,4,72,16,0,0,0,11,1,10,8.647058823529411,4.125,2.5277777777777777,0,0,0,0,0,0,3.0,0,3.0,2.3333333333333335,0,2.3333333333333335,9.755555555555555,2.0,4.25,0,0,0,0,0,0,3,0,3,3,0,3,24,2,9,1.25,5.0,0,3.125,0,0,0,0,0,0,0,0,19.25,5.0,0,22.6,0,0,0,0,0,0,0,0,29,18,5,27,0,0,27,0,0,27,0,0,21.275862068965516,5.0,5.2,22.444444444444443,0,0,22.444444444444443,0,0,22.444444444444443,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,34,32,0,0,0,0.0,0.013157894736842105,0.47368421052631576,0.4473684210526316,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.013888888888888888,0.4722222222222222,0.4444444444444444,0.0,0.0,0.0,4,4,5
388,186,202,286,185,101,16,7,2,5,26,14,12,11.516447368421053,3.381720430107527,4.683168316831683,0,0,0,0,0,2.0,3.6666666666666665,4.0,3.0,8.2,3.6666666666666665,3.333333333333333,9.680926916221033,4.5249999999999995,5.032679738562091,0,0,0,0,0,2,5,4,4,17,5,5,25,11,12,2.07,7.0,3.88,3.711764705882353,0,3.510204081632653,3.2388888888888863,0,2.6666666666666665,0,0,0,12.41,7.0,3.88,10.729411764705882,0,6.020408163265306,15.05,0,6.0,0,0,0,274,59,111,229,9,8,211,4,6,208,3,4,12.554744525547445,5.728813559322034,6.414414414414415,13.860262008733624,9.333333333333334,9.25,14.360189573459715,11.0,9.666666666666666,14.4375,11.666666666666666,10.0,0,0,0,0,0,0,0,0,23,58,57,0,0,0,0,4,95,1,0,0,0,0.0,0.0944055944055944,0.534965034965035,0.20279720279720279,0.0,0.0,0.0,0.0,0.12432432432432433,0.31351351351351353,0.3081081081081081,0.0,0.0,0.0,0.0,0.039603960396039604,0.9405940594059405,0.009900990099009901,0.0,0.0,0.0,2,2,3
33,8,25,25,0,25,16,0,0,0,2,0,2,6.148148148148148,2.5,2.6,0,0,0,0,0,0,0,0,0,4.0,0,4.0,4.0,0,4.0,0,0,0,0,0,0,0,0,0,4,0,4,8,0,8,3.0,2.875,0,3.9047619047619047,0,0,0,0,0,0,0,0,3.0,2.875,0,7.238095238095238,0,0,0,0,0,0,0,0,21,1,3,8,0,1,6,0,0,4,0,0,7.428571428571429,5.0,6.333333333333333,9.625,0,8.0,10.166666666666666,0,0,10.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,8,0,0,0,0.0,0.04,0.6,0.32,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.04,0.6,0.32,0.0,0.0,0.0,3,4,0
220,87,133,174,42,132,18,0,0,0,65,17,48,11.702127659574469,5.379310344827586,2.3533834586466167,0,0,0,0,0,0,3.0,5.0,2.0,3.833333333333334,5.666666666666667,3.0,9.710526315789473,7.109090909090909,4.777777777777778,0,0,0,0,0,0,4,5,2,6,8,4,29,18,11,2.1,4.25,4.0,4.217948717948718,3.3076923076923075,0,4.313725490196078,3.333333333333333,0,2.75,0,0,11.866666666666667,4.25,4.0,12.205128205128204,5.615384615384615,0,12.705882352941176,8.0,0,18.625,0,0,122,51,8,111,19,4,100,6,0,93,3,0,13.065573770491802,7.176470588235294,6.75,13.783783783783784,9.0,8.0,14.42,11.166666666666666,0,14.827956989247312,13.333333333333334,0,0,0,0,0,0,0,0,0,0,1,23,16,0,0,0,0,1,46,83,0,0,0.0,0.0,0.011494252873563218,0.39655172413793105,0.5689655172413793,0.0,0.0,0.0,0.0,0.023809523809523808,0.5476190476190477,0.38095238095238093,0.0,0.0,0.0,0.0,0.007575757575757576,0.3484848484848485,0.6287878787878788,0.0,0.0,2,4,4
71,17,54,54,0,54,1,0,0,0,0,0,0,13.648148148148149,5.0588235294117645,2.3703703703703702,0,0,0,0,0,0,6.0,0,6.0,4.333333333333333,0,4.333333333333333,4.333333333333333,0,4.333333333333333,0,0,0,0,0,0,6,0,6,6,0,6,9,0,9,0,0,0,0,3.176470588235294,0,3.5384615384615397,0,0,0,0,0,0,0,0,0,5.352941176470588,0,14.115384615384615,0,0,0,0,0,52,15,6,52,1,0,52,0,0,52,0,0,14.134615384615385,5.466666666666667,6.0,14.134615384615385,8.0,0,14.134615384615385,0,0,14.134615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,34,8,0,0,0,0.018518518518518517,0.07407407407407407,0.6296296296296297,0.14814814814814814,0.0,0.0,0.0,0,0,0,0,0,0,0,0.018518518518518517,0.07407407407407407,0.6296296296296297,0.14814814814814814,0.0,0.0,0.0,4,4,3
222,105,117,172,94,78,1,4,1,3,2,0,2,8.029940119760479,3.066666666666667,2.965811965811966,0,0,0,8.0,0,0,6.0,3.0,3.0,6.066666666666666,3.6666666666666665,3.1666666666666665,6.83399209486166,4.490909090909091,4.775,0,0,0,8,0,0,10,3,4,12,5,5,18,10,12,3.9107142857142856,3.6666666666666665,3.923076923076923,4.589285714285714,3.0,0,3.9166666666666674,0,0,0,0,0,8.017857142857142,3.6666666666666665,3.923076923076923,8.726190476190476,5.0,0,9.75,0,0,0,0,0,148,18,21,105,0,0,72,0,0,65,0,0,8.72972972972973,5.222222222222222,5.285714285714286,9.847619047619048,0,0,10.694444444444445,0,0,10.876923076923077,0,0,0,0,0,0,0,0,0,0,15,53,19,0,0,0,3,1,46,28,0,0,0,0.01744186046511628,0.09302325581395349,0.5755813953488372,0.27325581395348836,0.0,0.0,0.0,0.0,0.1595744680851064,0.5638297872340425,0.20212765957446807,0.0,0.0,0.0,0.038461538461538464,0.01282051282051282,0.5897435897435898,0.358974358974359,0.0,0.0,0.0,2,2,2
610,257,353,410,257,153,20,0,0,0,227,143,84,12.204663212435234,6.023346303501945,5.594900849858357,0,0,0,15.0,15.0,0,10.4,8.166666666666666,3.0,8.523809523809522,8.0,5.166666666666667,9.870512820512824,6.151515151515152,7.11231884057971,0,0,0,22,15,0,22,15,3,22,15,8,28,18,19,3.7142857142857144,0,6.491525423728813,4.8125,0,3.463235294117647,3.6088888888888877,0,3.3333333333333335,3.4722222222222223,0,0,9.863636363636363,0,6.491525423728813,15.183333333333334,0,5.926470588235294,12.426666666666666,0,8.0,15.88888888888889,0,0,350,165,198,309,108,114,274,59,48,264,53,23,13.251428571428571,8.133333333333333,7.94949494949495,14.181229773462784,9.314814814814815,9.175438596491228,14.97080291970803,10.40677966101695,10.791666666666666,15.196969696969697,10.566037735849056,12.73913043478261,0,0,0,0,0,0,0,5,2,234,13,0,0,0,0,0,7,146,0,0,0,0.012195121951219513,0.004878048780487805,0.5878048780487805,0.3878048780487805,0.0,0.0,0.0,0.019455252918287938,0.007782101167315175,0.9105058365758755,0.05058365758754864,0.0,0.0,0.0,0.0,0.0,0.0457516339869281,0.954248366013072,0.0,0.0,0.0,2,2,5
59,13,46,46,0,46,1,0,0,0,0,0,0,11.434782608695652,4.384615384615385,2.5434782608695654,0,0,0,0,0,0,2.0,0,2.0,3.0,0,3.0,5.0,0,5.0,0,0,0,0,0,0,2,0,2,4,0,4,11,0,11,0,0,0,0,2.8846153846153846,0,3.782608695652175,0,0,0,0,0,0,0,0,0,4.769230769230769,0,11.695652173913043,0,0,0,0,0,45,7,2,43,2,0,42,0,0,40,0,0,11.688888888888888,6.714285714285714,7.0,11.976744186046512,8.0,0,12.071428571428571,0,0,12.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,9,0,0,0.0,0.0,0.10869565217391304,0.30434782608695654,0.1956521739130435,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.10869565217391304,0.30434782608695654,0.1956521739130435,0.0,0.0,6,8,3
1436,585,851,580,167,413,1,16,2,14,37,6,31,16.252307692307692,8.815384615384616,5.0622796709753235,0,0,0,2.0,0,0,12.333333333333332,4.0,3.0,10.466666666666665,4.0,3.1666666666666665,10.604551920341393,6.019607843137255,6.604743083003951,0,0,0,2,0,0,19,4,4,20,4,5,30,16,17,3.1534653465346536,6.566666666666666,5.493392070484582,3.746913580246914,3.3341968911917097,4.384057971014493,4.078242229367631,3.1333333333333333,3.3333333333333335,4.489304812834225,0,0,13.366336633663366,6.566666666666666,5.493392070484582,15.339506172839506,5.668393782383419,7.768115942028985,15.816720257234726,7.4,8.0,18.41711229946524,0,0,959,500,430,917,396,204,882,292,141,858,265,54,16.478623566214807,9.862,7.5488372093023255,16.95637949836423,10.818181818181818,9.230392156862745,17.311791383219955,11.821917808219178,9.78014184397163,17.544289044289044,12.10943396226415,11.037037037037036,0,0,0,0,0,0,0,0,0,0,158,9,0,0,0,0,12,43,358,0,0,0.0,0.0,0.020689655172413793,0.34655172413793106,0.6327586206896552,0.0,0.0,0.0,0.0,0.0,0.9461077844311377,0.05389221556886228,0.0,0.0,0.0,0.0,0.029055690072639227,0.10411622276029056,0.8668280871670703,0.0,0.0,2,4,8
973,528,445,973,528,445,1,5,5,0,4,4,0,11.978494623655914,4.84280303030303,2.359550561797753,2.0,0,0,7.0,2.0,2.0,7.6,3.0,3.0,7.321428571428572,3.4,3.0,11.304812834224599,8.561253561253563,6.824175824175824,2,0,0,10,2,2,13,4,4,15,6,4,32,23,17,2.7271157167530227,0,0,0,0,0,0,0,0,0,0,0,13.03972366148532,0,0,0,0,0,0,0,0,0,0,0,595,260,30,512,83,9,473,69,4,421,60,3,12.877310924369748,7.111538461538461,6.5,13.9765625,10.903614457831326,9.0,14.469344608879492,11.492753623188406,10.25,15.144893111638956,11.866666666666667,10.666666666666666,0,0,0,0,0,0,0,1,15,34,464,0,0,0,1,12,31,286,79,0,0,0.0020554984583761563,0.02774922918807811,0.06680369989722508,0.7708119218910586,0.08119218910585817,0.0,0.0,0.001893939393939394,0.028409090909090908,0.06439393939393939,0.8787878787878788,0.0,0.0,0.0,0.0022471910112359553,0.02696629213483146,0.0696629213483146,0.6426966292134831,0.17752808988764046,0.0,0.0,4,4,6
761,334,427,367,112,255,1,8,0,8,4,0,4,15.974025974025974,10.802395209580839,4.051522248243559,0,0,0,4.0,0,0,15.0,0,3.0,14.166666666666668,0,2.666666666666667,10.660818713450293,4.0,7.4411764705882355,0,0,0,4,0,0,22,0,3,22,0,4,36,4,19,1.5333333333333334,0,4.073529411764706,2.8518518518518516,3.2522522522522523,2.272727272727273,3.943137254901962,0,2.2280701754385963,3.985981308411215,0,0,20.466666666666665,0,4.073529411764706,21.62962962962963,5.504504504504505,3.5454545454545454,12.83529411764706,0,4.684210526315789,13.467289719626168,0,0,461,333,144,461,222,35,452,222,8,441,222,8,16.008676789587852,10.834834834834835,6.722222222222222,16.008676789587852,13.5,9.142857142857142,16.168141592920353,13.5,13.0,16.346938775510203,13.5,13.0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,6,49,183,3,0,0.0,0.0,0.01634877384196185,0.4359673024523161,0.4986376021798365,0.008174386920980926,0.0,0.0,0.0,0.0,0.9910714285714286,0.0,0.0,0.0,0.0,0.0,0.023529411764705882,0.19215686274509805,0.7176470588235294,0.011764705882352941,0.0,6,8,5
323,173,150,323,173,150,1,9,6,3,10,9,1,9.88646288209607,4.283236994219653,4.226666666666667,3.0,0,0,3.6666666666666665,3.0,7.0,3.0,2.3333333333333335,8.0,5.380952380952381,3.1666666666666665,6.933333333333333,9.481283422459894,6.114285714285713,6.5204678362573105,3,0,0,5,3,7,5,3,13,13,5,13,26,16,16,3.1666666666666665,0,0,0,0,0,0,0,0,0,0,0,10.792929292929292,0,0,0,0,0,0,0,0,0,0,0,179,61,48,136,29,37,126,20,17,114,15,13,11.871508379888269,7.622950819672131,8.666666666666666,13.75,9.689655172413794,9.513513513513514,14.206349206349206,10.45,11.294117647058824,14.75438596491228,10.933333333333334,12.0,0,0,0,0,0,0,0,1,2,54,62,40,2,0,0,12,36,70,19,0,0,0.0030959752321981426,0.043343653250773995,0.2786377708978328,0.4086687306501548,0.1826625386996904,0.006191950464396285,0.0,0.005780346820809248,0.011560693641618497,0.31213872832369943,0.3583815028901734,0.23121387283236994,0.011560693641618497,0.0,0.0,0.08,0.24,0.4666666666666667,0.12666666666666668,0.0,0.0,4,4,3
846,353,493,450,99,351,8,207,41,166,0,0,0,12.391442155309033,5.152974504249292,3.4604462474645032,0,0,0,3.0,11.0,3.0,4.333333333333333,7.666666666666667,4.333333333333333,4.4,6.833333333333333,3.6666666666666665,9.706521739130435,6.0,6.564102564102565,0,0,0,3,11,3,6,11,6,8,11,6,26,14,16,3.76056338028169,5.89873417721519,5.541176470588235,3.6972222222222224,3.234567901234568,3.1826923076923075,3.8253968253968282,3.3333333333333335,3.2,4.11,0,0,9.830985915492958,5.89873417721519,5.541176470588235,10.955555555555556,5.469135802469136,5.365384615384615,12.717948717948717,8.0,7.6,15.386666666666667,0,0,609,243,146,530,52,34,496,21,12,467,16,4,12.735632183908047,6.481481481481482,6.561643835616438,13.783018867924529,9.634615384615385,8.470588235294118,14.179435483870968,12.047619047619047,9.333333333333334,14.501070663811563,13.0,10.0,0,0,0,0,0,0,0,0,7,10,52,27,0,0,0,9,19,154,148,0,0,0.0,0.035555555555555556,0.06444444444444444,0.4577777777777778,0.3888888888888889,0.0,0.0,0.0,0.0707070707070707,0.10101010101010101,0.5252525252525253,0.2727272727272727,0.0,0.0,0.0,0.02564102564102564,0.05413105413105413,0.43874643874643876,0.42165242165242167,0.0,0.0,4,4,5
115,63,52,84,32,52,1,2,2,0,0,0,0,14.328947368421053,5.396825396825397,2.076923076923077,0,0,0,15.0,0,0,10.333333333333334,0,2.0,9.166666666666668,2.0,3.0,9.64102564102564,4.3999999999999995,3.6666666666666665,0,0,0,15,0,0,15,0,2,17,2,4,21,8,7,1.0238095238095237,3.032258064516129,0,2.911764705882353,0,0,0,0,0,0,0,0,15.595238095238095,3.032258064516129,0,13.117647058823529,0,0,0,0,0,0,0,0,75,54,0,75,5,0,75,4,0,75,1,0,14.52,5.7592592592592595,0,14.52,9.2,0,14.52,9.5,0,14.52,11.0,0,0,0,0,0,0,0,0,0,1,31,0,0,0,0,4,5,17,18,0,0,0,0.047619047619047616,0.07142857142857142,0.5714285714285714,0.21428571428571427,0.0,0.0,0.0,0.0,0.03125,0.96875,0.0,0.0,0.0,0.0,0.07692307692307693,0.09615384615384616,0.3269230769230769,0.34615384615384615,0.0,0.0,0.0,4,4,3
159,70,89,156,67,89,1,2,1,1,0,0,0,9.690265486725664,2.442857142857143,2.168539325842697,0,0,0,4.0,0,0,7.166666666666667,3.0,4.0,8.133333333333335,3.6666666666666665,3.0,6.967320261437909,3.6785714285714284,4.490909090909091,0,0,0,4,0,0,13,3,4,15,5,4,17,8,10,2.193877551020408,3.0,0,2.0,3.0,0,2.3333333333333335,0,0,0,0,0,10.285714285714286,3.0,0,15.0,5.0,0,15.0,0,0,0,0,0,101,3,1,89,0,0,79,0,0,72,0,0,10.544554455445544,5.0,5.0,11.168539325842696,0,0,11.569620253164556,0,0,11.819444444444445,0,0,0,0,0,0,0,0,0,5,25,34,0,0,0,0,5,10,46,12,0,0,0,0.0641025641025641,0.22435897435897437,0.5128205128205128,0.07692307692307693,0.0,0.0,0.0,0.07462686567164178,0.373134328358209,0.5074626865671642,0.0,0.0,0.0,0.0,0.056179775280898875,0.11235955056179775,0.5168539325842697,0.1348314606741573,0.0,0.0,0.0,2,2,4
190,35,155,159,4,155,3,30,0,30,0,0,0,8.787096774193548,4.685714285714286,2.4,0,0,0,0,0,0,0,0,0,3.0,2.0,3.0,4.923076923076923,2.666666666666667,5.0,0,0,0,0,0,0,0,0,0,3,2,3,11,4,11,3.875,5.0,0,5.0,3.2058823529411766,0,4.044776119402986,0,0,0,0,0,3.875,5.0,0,9.0,5.411764705882353,0,11.552238805970148,0,0,0,0,0,124,24,5,109,1,0,96,1,0,85,1,0,10.306451612903226,5.75,5.4,10.954128440366972,10.0,0,11.354166666666666,10.0,0,11.658823529411764,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,66,86,0,0,0,0.0,0.006289308176100629,0.41509433962264153,0.5408805031446541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064516129032258064,0.4258064516129032,0.5548387096774193,0.0,0.0,0.0,3,4,3
615,291,324,328,22,306,18,0,0,0,118,13,105,8.646950092421442,5.3436426116838485,2.253086419753086,0,0,0,0,0,0,4.0,0,4.0,5.0,0,3.6666666666666665,7.690058479532164,3.4,6.066666666666666,0,0,0,0,0,0,4,0,4,8,0,5,20,6,16,3.475609756097561,3.15,3.066666666666667,3.617408906882591,3.403930131004367,3.3333333333333335,4.318066157760815,0,0,3.3333333333333335,0,0,7.560975609756097,3.15,3.066666666666667,8.149797570850202,5.807860262008734,5.666666666666667,12.13740458015267,0,0,15.0,0,0,450,233,19,281,8,1,262,4,0,220,2,0,9.971111111111112,5.935622317596566,5.526315789473684,12.476868327402135,9.375,8.0,12.801526717557252,10.75,0,13.527272727272727,12.5,0,0,0,0,0,0,0,0,15,0,0,7,0,0,0,0,10,28,228,22,0,0,0.04573170731707317,0.03048780487804878,0.08536585365853659,0.7164634146341463,0.06707317073170732,0.0,0.0,0.6818181818181818,0.0,0.0,0.3181818181818182,0.0,0.0,0.0,0.0,0.032679738562091505,0.0915032679738562,0.7450980392156863,0.0718954248366013,0.0,0.0,4,4,4
183,70,113,157,44,113,16,5,3,2,12,4,8,6.276729559748428,3.4857142857142858,2.327433628318584,0,0,0,2.0,0,0,3.0,3.0,2.0,6.0,2.3333333333333335,3.0,6.295238095238095,3.2909090909090906,4.311111111111111,0,0,0,2,0,0,4,3,2,12,3,4,16,7,9,3.34,2.9565217391304346,0,3.725806451612903,2.5,0,3.8611111111111107,0,0,0,0,0,9.02,2.9565217391304346,0,10.516129032258064,4.0,0,9.583333333333334,0,0,0,0,0,88,10,17,72,0,0,60,0,0,50,0,0,9.909090909090908,5.5,5.823529411764706,10.805555555555555,0,0,11.366666666666667,0,0,11.84,0,0,0,0,0,0,0,0,0,0,9,21,14,0,0,0,8,13,24,62,0,0,0,0.050955414012738856,0.14012738853503184,0.28662420382165604,0.4840764331210191,0.0,0.0,0.0,0.0,0.20454545454545456,0.4772727272727273,0.3181818181818182,0.0,0.0,0.0,0.07079646017699115,0.11504424778761062,0.21238938053097345,0.5486725663716814,0.0,0.0,0.0,4,4,5
113,46,67,34,11,23,3,6,0,6,0,0,0,10.676470588235293,4.108695652173913,4.388059701492537,0,0,0,0,0,0,2.3333333333333335,5.0,2.0,3.4,3.6666666666666665,2.3333333333333335,8.07843137254902,4.5357142857142865,5.509090909090909,0,0,0,0,0,0,3,5,2,6,5,3,21,9,13,3.0,4.514285714285714,4.594594594594595,4.814814814814815,0,3.7857142857142856,4.307692307692308,0,0,0,0,0,3.0,4.514285714285714,4.594594594594595,10.444444444444445,0,6.571428571428571,11.435897435897436,0,0,0,0,0,65,21,32,56,3,5,52,0,2,47,0,1,11.061538461538461,6.0476190476190474,6.21875,11.910714285714286,8.0,8.6,12.211538461538462,0,9.5,12.553191489361701,0,10.0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,2,19,2,0,0,0.0,0.0,0.35294117647058826,0.5882352941176471,0.058823529411764705,0.0,0.0,0.0,0.0,0.9090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.08695652173913043,0.8260869565217391,0.08695652173913043,0.0,0.0,3,4,5
